"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 25, 2021","25.53","24.90","26.62","24.48","7.88M","2.50%"
"Mar 24, 2021","24.90","26.80","27.87","23.83","8.69M","-7.10%"
"Mar 23, 2021","26.80","27.28","27.91","26.65","5.89M","-1.73%"
"Mar 22, 2021","27.28","29.21","29.42","27.27","5.77M","-6.63%"
"Mar 21, 2021","29.22","29.64","30.06","28.62","4.73M","-1.39%"
"Mar 20, 2021","29.63","29.78","31.39","29.60","5.66M","-0.56%"
"Mar 19, 2021","29.79","29.43","30.54","28.70","5.44M","1.25%"
"Mar 18, 2021","29.43","31.03","31.34","29.04","7.41M","-5.18%"
"Mar 17, 2021","31.03","27.92","31.18","27.34","13.21M","11.17%"
"Mar 16, 2021","27.92","27.45","28.17","26.46","5.94M","1.69%"
"Mar 15, 2021","27.45","28.63","29.40","26.82","8.71M","-4.12%"
"Mar 14, 2021","28.63","29.75","30.19","28.54","4.91M","-3.74%"
"Mar 13, 2021","29.75","28.38","30.55","27.02","9.60M","4.83%"
"Mar 12, 2021","28.38","30.08","30.38","27.72","7.54M","-5.67%"
"Mar 11, 2021","30.08","29.92","30.43","28.62","7.54M","0.55%"
"Mar 10, 2021","29.92","31.49","31.76","29.33","8.04M","-5.01%"
"Mar 09, 2021","31.49","31.83","31.98","30.40","8.02M","-1.04%"
"Mar 08, 2021","31.83","28.58","31.83","28.30","12.50M","11.34%"
"Mar 07, 2021","28.58","28.16","29.11","27.42","7.57M","1.51%"
"Mar 06, 2021","28.16","27.84","28.36","26.31","6.64M","1.08%"
"Mar 05, 2021","27.86","27.68","28.22","25.68","10.70M","0.64%"
"Mar 04, 2021","27.68","29.92","30.57","27.28","11.43M","-7.49%"
"Mar 03, 2021","29.92","28.48","31.42","28.16","10.92M","5.04%"
"Mar 02, 2021","28.48","27.71","30.51","27.20","16.65M","2.80%"
"Mar 01, 2021","27.71","24.67","27.71","24.60","16.80M","12.37%"
"Feb 28, 2021","24.66","26.17","26.74","22.91","14.02M","-5.76%"
"Feb 27, 2021","26.17","25.17","27.40","24.87","11.80M","3.98%"
"Feb 26, 2021","25.16","24.71","26.97","23.70","15.74M","1.84%"
"Feb 25, 2021","24.71","28.10","28.61","24.42","12.85M","-12.08%"
"Feb 24, 2021","28.10","25.95","29.23","24.53","19.47M","8.31%"
"Feb 23, 2021","25.95","31.45","31.57","20.89","39.12M","-17.50%"
"Feb 22, 2021","31.45","34.09","34.18","25.37","21.38M","-7.74%"
"Feb 21, 2021","34.09","33.99","35.26","33.29","7.44M","0.28%"
"Feb 20, 2021","34.00","34.69","36.92","32.33","15.17M","-1.99%"
"Feb 19, 2021","34.69","32.52","35.38","31.45","10.80M","7.10%"
"Feb 18, 2021","32.39","32.22","33.52","31.84","7.14M","0.59%"
"Feb 17, 2021","32.20","32.02","32.65","30.00","8.08M","0.57%"
"Feb 16, 2021","32.02","32.57","33.33","30.84","11.54M","-1.70%"
"Feb 15, 2021","32.57","33.19","34.88","27.51","19.46M","-1.88%"
"Feb 14, 2021","33.20","34.18","35.64","32.34","14.59M","-2.88%"
"Feb 13, 2021","34.18","30.64","34.73","29.11","17.20M","11.55%"
"Feb 12, 2021","30.64","27.84","31.42","26.73","14.29M","10.03%"
"Feb 11, 2021","27.85","26.80","28.56","26.26","10.01M","3.77%"
"Feb 10, 2021","26.84","27.61","28.62","25.25","17.19M","-2.86%"
"Feb 09, 2021","27.63","25.44","27.99","25.01","13.65M","8.62%"
"Feb 08, 2021","25.44","24.74","25.97","24.02","10.75M","2.82%"
"Feb 07, 2021","24.74","25.01","25.27","22.95","10.32M","-1.09%"
"Feb 06, 2021","25.01","26.32","26.77","24.29","11.07M","-4.98%"
"Feb 05, 2021","26.32","24.50","26.97","24.44","15.37M","7.38%"
"Feb 04, 2021","24.51","25.08","26.11","22.94","14.15M","-2.25%"
"Feb 03, 2021","25.08","23.68","25.50","23.55","12.15M","5.89%"
"Feb 02, 2021","23.68","22.89","24.15","22.75","9.60M","3.48%"
"Feb 01, 2021","22.89","22.57","23.19","21.66","9.38M","1.37%"
"Jan 31, 2021","22.58","23.64","24.64","22.09","10.74M","-4.44%"
"Jan 30, 2021","23.63","22.74","23.97","22.21","10.51M","3.91%"
"Jan 29, 2021","22.74","23.01","24.22","22.09","16.89M","-1.09%"
"Jan 28, 2021","22.99","20.98","24.47","20.55","17.44M","9.58%"
"Jan 27, 2021","20.98","23.11","23.20","20.30","15.36M","-9.23%"
"Jan 26, 2021","23.11","23.36","23.96","21.67","13.28M","-1.16%"
"Jan 25, 2021","23.38","24.76","25.77","22.62","18.19M","-5.55%"
"Jan 24, 2021","24.76","24.79","24.95","23.28","18.26M","-0.15%"
"Jan 23, 2021","24.79","21.63","25.48","21.15","28.43M","14.63%"
"Jan 22, 2021","21.63","18.41","22.45","17.20","26.60M","17.33%"
"Jan 21, 2021","18.43","21.87","22.01","18.10","20.91M","-15.71%"
"Jan 20, 2021","21.87","20.55","21.95","19.13","19.13M","6.44%"
"Jan 19, 2021","20.55","22.05","22.85","20.49","16.03M","-6.81%"
"Jan 18, 2021","22.05","23.33","23.63","21.12","20.18M","-5.49%"
"Jan 17, 2021","23.33","20.14","23.74","19.40","31.30M","15.81%"
"Jan 16, 2021","20.14","20.80","22.84","19.67","40.78M","-3.14%"
"Jan 15, 2021","20.80","17.97","21.37","17.57","57.62M","15.73%"
"Jan 14, 2021","17.97","15.93","17.97","15.38","19.34M","12.77%"
"Jan 13, 2021","15.93","13.97","16.22","13.41","16.28M","14.03%"
"Jan 12, 2021","13.97","14.64","15.47","13.71","16.87M","-4.63%"
"Jan 11, 2021","14.65","16.21","16.25","12.54","33.27M","-9.62%"
"Jan 10, 2021","16.21","17.56","18.42","15.52","22.63M","-7.64%"
"Jan 09, 2021","17.55","15.24","17.86","15.02","17.48M","15.18%"
"Jan 08, 2021","15.24","15.99","16.18","14.22","21.67M","-4.70%"
"Jan 07, 2021","15.99","17.25","17.38","15.14","24.81M","-7.30%"
"Jan 06, 2021","17.25","14.51","17.27","14.15","29.92M","18.91%"
"Jan 05, 2021","14.51","13.60","14.87","13.12","20.19M","6.55%"
"Jan 04, 2021","13.62","13.70","15.58","12.41","32.77M","-0.62%"
"Jan 03, 2021","13.70","12.21","13.99","11.84","21.83M","12.17%"
"Jan 02, 2021","12.21","11.84","12.38","11.46","13.09M","3.13%"
"Jan 01, 2021","11.84","11.23","12.42","11.07","11.93M","5.44%"
