"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 30, 2021","40.874","42.680","42.680","40.353","42.06K","-4.23%"
"Apr 29, 2021","42.680","36.189","42.680","36.189","81.00K","17.94%"
"Apr 28, 2021","36.189","35.775","36.189","35.775","47.30K","1.16%"
"Apr 27, 2021","35.775","33.555","35.775","33.555","55.59K","6.62%"
"Apr 26, 2021","33.555","30.155","33.803","30.155","68.34K","11.28%"
"Apr 25, 2021","30.155","28.254","30.352","28.254","79.25K","6.73%"
"Apr 24, 2021","28.254","26.958","28.254","26.958","57.08K","4.81%"
"Apr 23, 2021","26.958","25.129","26.958","25.129","72.40K","7.28%"
"Apr 22, 2021","25.129","26.118","28.082","25.129","62.09K","-3.79%"
"Apr 21, 2021","26.118","27.502","27.928","26.118","116.72K","-5.03%"
"Apr 20, 2021","27.502","22.828","27.502","22.828","101.06K","20.36%"
"Apr 19, 2021","22.849","22.169","24.126","22.169","59.24K","3.07%"
"Apr 18, 2021","22.169","23.870","23.870","22.169","58.25K","-7.13%"
"Apr 17, 2021","23.870","22.505","23.870","22.505","41.80K","6.07%"
"Apr 16, 2021","22.505","23.507","23.507","22.505","39.56K","-4.26%"
"Apr 15, 2021","23.507","23.189","23.507","23.189","55.43K","1.37%"
"Apr 14, 2021","23.189","24.166","24.166","22.908","60.23K","-4.04%"
"Apr 13, 2021","24.166","26.221","26.221","24.166","88.97K","-7.83%"
"Apr 12, 2021","26.218","26.172","26.627","26.172","142.45K","0.18%"
"Apr 11, 2021","26.172","22.821","26.172","22.821","84.91K","14.68%"
"Apr 10, 2021","22.821","24.110","24.110","22.821","165.32K","-5.35%"
"Apr 09, 2021","24.110","21.105","24.110","21.105","114.75K","14.23%"
"Apr 08, 2021","21.107","17.171","21.107","17.171","118.82K","22.92%"
"Apr 07, 2021","17.171","18.037","18.037","17.171","95.70K","-4.80%"
"Apr 06, 2021","18.037","16.929","18.037","16.929","71.38K","6.54%"
"Apr 05, 2021","16.929","16.771","16.929","15.929","123.60K","0.94%"
"Apr 04, 2021","16.771","15.595","16.771","15.595","111.29K","7.54%"
"Apr 03, 2021","15.595","17.090","17.090","15.595","124.51K","-8.75%"
"Apr 02, 2021","17.090","17.121","17.121","17.090","144.59K","-0.18%"
"Apr 01, 2021","17.121","18.061","18.061","17.121","156.66K","-5.20%"
"Mar 31, 2021","18.061","18.983","18.983","18.061","232.97K","-4.86%"
"Mar 30, 2021","18.983","17.224","18.983","17.224","265.55K","10.21%"
"Mar 29, 2021","17.224","16.207","17.224","16.207","203.73K","6.28%"
"Mar 28, 2021","16.207","17.332","17.332","16.207","311.36K","-6.49%"
"Mar 27, 2021","17.332","14.785","17.332","14.785","362.68K","17.23%"
"Mar 26, 2021","14.785","11.916","14.785","11.916","279.31K","24.08%"
"Mar 25, 2021","11.916","12.021","12.540","11.423","250.95K","-0.87%"
"Mar 24, 2021","12.021","11.471","12.370","11.471","285.65K","4.79%"
"Mar 23, 2021","11.471","10.887","11.471","10.887","260.29K","5.36%"
"Mar 22, 2021","10.887","10.116","12.199","10.116","347.13K","7.62%"
"Mar 21, 2021","10.116","9.866","10.116","9.866","96.46K","2.53%"
"Mar 20, 2021","9.866","9.838","9.900","9.838","113.66K","0.28%"
"Mar 19, 2021","9.838","9.906","9.906","9.838","105.98K","-0.69%"
