"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 30, 2021","42.96670","42.60140","42.96670","42.60140","282.99K","0.86%"
"Apr 29, 2021","42.60140","44.97630","44.97630","42.60140","287.20K","-5.28%"
"Apr 28, 2021","44.97630","43.26250","44.97630","43.26250","274.36K","3.96%"
"Apr 27, 2021","43.26250","43.89100","43.89100","43.26250","194.90K","-1.43%"
"Apr 26, 2021","43.89100","47.50720","47.50720","43.89100","278.36K","-7.61%"
"Apr 25, 2021","47.50720","40.69080","47.50720","40.69080","236.00K","16.75%"
"Apr 24, 2021","40.69080","37.07200","40.69080","37.07200","304.20K","9.76%"
"Apr 23, 2021","37.07200","38.87790","38.87790","37.07200","288.85K","-4.65%"
"Apr 22, 2021","38.87790","32.39760","38.87790","32.39760","280.02K","20.00%"
"Apr 21, 2021","32.39760","31.70960","32.39760","31.70960","292.40K","2.17%"
"Apr 20, 2021","31.70960","31.55950","31.70960","31.15670","267.71K","0.48%"
"Apr 19, 2021","31.55950","32.31220","32.31220","31.55950","298.42K","-2.33%"
"Apr 18, 2021","32.31220","24.87980","32.31220","24.87980","326.03K","29.87%"
"Apr 17, 2021","24.87980","25.38770","26.07550","24.87980","245.91K","-2.00%"
"Apr 16, 2021","25.38770","27.79050","27.79050","25.38770","276.10K","-8.65%"
"Apr 15, 2021","27.79050","26.46030","27.79050","26.46030","121.32K","5.03%"
"Apr 14, 2021","26.46030","27.46700","27.46700","26.46030","285.81K","-3.67%"
"Apr 13, 2021","27.46700","28.46250","28.46250","27.46700","276.52K","-3.50%"
"Apr 12, 2021","28.46250","27.80850","29.15280","27.80850","300.43K","2.35%"
"Apr 11, 2021","27.80850","26.77770","27.80850","26.77770","341.20K","3.85%"
"Apr 10, 2021","26.77770","27.73300","27.73300","26.77770","288.76K","-3.44%"
"Apr 09, 2021","27.73300","26.99750","27.73300","26.99750","287.41K","2.72%"
"Apr 08, 2021","26.99750","26.58910","27.35810","26.58910","287.71K","1.54%"
"Apr 07, 2021","26.58910","24.99560","26.58910","24.99560","269.37K","6.38%"
"Apr 06, 2021","24.99560","22.98200","24.99560","22.98200","292.70K","8.76%"
"Apr 05, 2021","22.98200","24.00120","24.00120","22.98200","306.79K","-4.25%"
"Apr 04, 2021","24.00120","22.40060","24.00120","22.40060","291.68K","7.15%"
"Apr 03, 2021","22.40060","19.76850","22.60300","19.76850","182.65K","13.31%"
"Apr 02, 2021","19.76850","19.01020","19.76850","19.01020","286.00K","3.99%"
"Apr 01, 2021","19.01020","19.44530","19.44530","19.01020","281.12K","-2.24%"
"Mar 31, 2021","19.44530","19.20850","19.47560","19.20850","287.57K","1.23%"
"Mar 30, 2021","19.20850","18.92150","20.26990","18.92150","291.40K","1.52%"
"Mar 29, 2021","18.92150","17.97350","18.92150","17.97350","292.53K","5.27%"
"Mar 28, 2021","17.97350","16.52020","17.97350","16.52020","277.91K","8.80%"
"Mar 27, 2021","16.52020","14.75040","16.52020","14.75040","278.38K","12.00%"
"Mar 26, 2021","14.75040","12.98280","14.75040","12.98280","281.26K","13.61%"
"Mar 25, 2021","12.98280","13.57710","13.57710","12.70990","282.27K","-4.38%"
"Mar 24, 2021","13.57710","14.18290","14.62130","13.57710","278.32K","-4.27%"
"Mar 23, 2021","14.18290","14.88530","14.88530","14.18290","284.85K","-4.72%"
"Mar 22, 2021","14.88530","14.34890","15.84180","14.34890","271.38K","3.74%"
"Mar 21, 2021","14.34890","14.21030","14.34890","14.21030","281.69K","0.98%"
"Mar 20, 2021","14.21030","14.14180","14.21030","14.14180","286.56K","0.48%"
"Mar 19, 2021","14.14180","14.21380","14.21380","14.14180","287.36K","-0.51%"
"Mar 18, 2021","14.21380","14.20480","14.21380","14.20480","293.61K","0.06%"
"Mar 17, 2021","14.20480","13.63680","14.20480","13.35700","408.15K","4.17%"
"Mar 16, 2021","13.63680","14.16550","14.16550","13.59400","579.62K","-3.73%"
"Mar 15, 2021","14.16550","14.51860","14.51860","14.11650","552.03K","-2.43%"
"Mar 14, 2021","14.51860","15.33150","15.33150","14.51860","559.76K","-5.30%"
