"Date","Price","Open","High","Low","Vol.","Change %"
"Apr 30, 2021","271.080","255.413","273.429","252.692","243.16M","6.15%"
"Apr 29, 2021","255.379","258.501","262.620","248.831","3.13M","-1.31%"
"Apr 28, 2021","258.757","259.732","266.424","248.212","227.60M","-0.41%"
"Apr 27, 2021","259.830","247.504","263.067","243.842","236.85M","4.99%"
"Apr 26, 2021","247.490","223.917","248.118","221.451","228.04M","10.70%"
"Apr 25, 2021","223.570","224.941","235.340","211.328","928.52K","-0.72%"
"Apr 24, 2021","225.197","241.429","241.429","220.646","212.21M","-6.71%"
"Apr 23, 2021","241.399","252.997","257.108","207.384","206.15M","-4.58%"
"Apr 22, 2021","252.999","257.635","289.448","239.902","243.18M","-1.89%"
"Apr 21, 2021","257.870","260.548","276.490","250.907","240.64M","-1.19%"
"Apr 20, 2021","260.978","261.214","272.537","234.720","234.92M","-0.13%"
"Apr 19, 2021","261.307","273.485","281.516","250.549","246.69M","-4.49%"
"Apr 18, 2021","273.603","301.084","304.464","231.866","236.97M","-9.08%"
"Apr 17, 2021","300.927","308.274","335.268","298.309","4.40M","-2.35%"
"Apr 16, 2021","308.174","285.696","316.194","265.892","257.36M","7.85%"
"Apr 15, 2021","285.754","278.888","290.527","266.225","4.83M","2.64%"
"Apr 14, 2021","278.408","267.400","282.926","255.643","250.63M","4.21%"
"Apr 13, 2021","267.170","244.451","273.218","244.442","2.82M","9.20%"
"Apr 12, 2021","244.655","252.463","258.890","240.174","249.40M","-3.06%"
"Apr 11, 2021","252.375","256.269","263.420","245.026","6.32M","-1.52%"
"Apr 10, 2021","256.269","220.830","256.367","219.220","242.78M","16.02%"
"Apr 09, 2021","220.879","226.350","228.798","218.960","229.64M","-2.47%"
"Apr 08, 2021","226.480","219.098","228.110","217.017","231.31M","3.43%"
"Apr 07, 2021","218.974","236.686","242.829","211.000","238.65M","-7.54%"
"Apr 06, 2021","236.827","221.468","244.508","213.207","243.94M","6.94%"
"Apr 05, 2021","221.456","202.280","225.160","198.229","229.15M","9.47%"
"Apr 04, 2021","202.291","195.209","204.659","192.371","204.40M","3.62%"
"Apr 03, 2021","195.231","211.639","217.658","194.984","225.94M","-7.84%"
"Apr 02, 2021","211.840","202.341","213.742","200.831","942.91K","4.69%"
