"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 09, 2021","487.98","489.43","509.92","471.56","9.80K","-0.29%"
"Feb 08, 2021","489.42","472.84","530.35","464.89","13.86K","3.51%"
"Feb 07, 2021","472.83","473.41","481.68","394.85","13.61K","-0.12%"
"Feb 06, 2021","473.41","504.59","509.73","441.90","18.20K","-6.18%"
"Feb 05, 2021","504.59","467.42","541.53","465.87","20.19K","7.95%"
"Feb 04, 2021","467.42","384.61","518.51","384.61","38.15K","21.53%"
"Feb 03, 2021","384.61","303.04","385.46","300.72","12.43K","27.00%"
"Feb 02, 2021","302.85","295.14","306.78","286.02","6.12K","2.60%"
"Feb 01, 2021","295.17","300.08","306.79","284.04","5.83K","-1.61%"
"Jan 31, 2021","300.00","315.11","318.91","293.11","5.50K","-4.99%"
"Jan 30, 2021","315.75","287.76","323.54","282.53","8.58K","9.73%"
"Jan 29, 2021","287.76","296.83","307.93","271.92","9.33K","-3.06%"
"Jan 28, 2021","296.83","286.31","308.58","275.00","8.36K","3.68%"
"Jan 27, 2021","286.31","277.32","298.02","256.29","12.89K","3.24%"
"Jan 26, 2021","277.32","247.27","287.19","240.94","3.87K","12.15%"
"Jan 25, 2021","247.27","266.00","282.90","239.06","4.56K","-7.04%"
"Jan 24, 2021","266.00","213.05","288.85","212.68","5.07K","24.85%"
"Jan 23, 2021","213.05","190.73","219.90","185.99","3.47K","11.70%"
"Jan 22, 2021","190.73","160.36","199.00","147.91","4.75K","18.94%"
"Jan 21, 2021","160.36","196.22","199.00","156.00","4.93K","-18.28%"
"Jan 20, 2021","196.22","187.29","198.64","172.87","2.02K","4.77%"
"Jan 19, 2021","187.29","200.26","209.88","184.86","3.01K","-6.48%"
"Jan 18, 2021","200.26","186.93","200.26","180.75","1.58K","7.18%"
"Jan 17, 2021","186.84","182.43","199.74","175.00","2.07K","2.42%"
"Jan 16, 2021","182.43","166.77","202.34","166.77","3.64K","9.54%"
"Jan 15, 2021","166.54","147.49","168.13","139.96","2.36K","12.92%"
"Jan 14, 2021","147.49","147.49","154.49","139.00","1.87K","0.00%"
"Jan 13, 2021","147.49","127.48","147.69","120.00","3.15K","15.69%"
"Jan 12, 2021","127.48","114.34","135.51","109.47","3.32K","11.21%"
"Jan 11, 2021","114.63","127.14","127.14","95.45","5.55K","-9.83%"
"Jan 10, 2021","127.14","117.45","135.86","111.77","5.14K","8.25%"
"Jan 09, 2021","117.45","110.79","119.00","106.21","1.51K","6.01%"
"Jan 08, 2021","110.79","115.17","119.17","101.30","3.46K","-3.81%"
"Jan 07, 2021","115.17","115.44","128.50","107.75","3.73K","-0.23%"
"Jan 06, 2021","115.44","119.51","120.00","108.12","2.30K","-3.40%"
"Jan 05, 2021","119.51","113.75","123.80","99.00","4.56K","5.10%"
"Jan 04, 2021","113.71","93.37","115.00","86.10","4.56K","21.78%"
"Jan 03, 2021","93.37","85.81","94.89","81.60","4.08K","8.82%"
"Jan 02, 2021","85.81","90.61","91.80","82.53","1.43K","-5.30%"
"Jan 01, 2021","90.61","88.32","90.61","84.91","1.59K","2.59%"
