,date,num_tweets,replies_sum,retweets_sum,likes_sum,subjectivity_sum,polarity_sum,replies_avg,retweets_avg,likes_avg,subjectivity_avg,polarity_avg,tone_most_common
0,2021-01-01,967,1014,2203,9719,269.7232843314094,80.73062246347405,1.048603929679421,2.27817993795243,10.050672182006204,0.278927905203112,0.08348564887639506,Neutral
0,2021-01-02,336,188,318,1381,104.595628075628,32.09846579635646,0.5595238095238095,0.9464285714285714,4.1101190476190474,0.31129651212984544,0.09553114820344173,Neutral
0,2021-01-03,277,224,308,1867,91.515803030303,31.149975288600302,0.8086642599277978,1.111913357400722,6.740072202166065,0.3303819603982059,0.1124547844353801,Neutral
0,2021-01-04,229,169,151,1161,62.8483742183742,26.4018684613997,0.7379912663755459,0.6593886462882096,5.069868995633188,0.2744470489885337,0.11529200201484592,Neutral
0,2021-01-05,209,181,219,1401,63.255796657046645,27.567077020202024,0.8660287081339713,1.0478468899521531,6.70334928229665,0.30265931414854863,0.1318998900488135,Neutral
0,2021-01-06,371,1726,2041,2276,78.39403693528693,30.519086174242425,4.652291105121294,5.501347708894879,6.1347708894878705,0.21130468176627207,0.08226168780119252,Neutral
0,2021-01-07,221,197,167,1043,60.832487373737365,22.512383207070705,0.8914027149321267,0.755656108597285,4.719457013574661,0.2752601238630651,0.10186598736231088,Neutral
0,2021-01-08,207,133,168,1149,68.82882395382396,29.984673520923515,0.642512077294686,0.8115942028985508,5.550724637681159,0.33250639591219305,0.14485349527016195,Positive
0,2021-01-09,255,126,160,989,77.65964826839826,28.593558915043296,0.49411764705882355,0.6274509803921569,3.8784313725490196,0.3045476402682285,0.11213160358840504,Neutral
0,2021-01-10,500,346,488,2294,155.0484021765271,81.05538600288598,0.692,0.976,4.588,0.3100968043530543,0.16211077200577198,Positive
0,2021-01-11,1285,225,194,1513,92.25580747955749,35.24796176046178,0.17509727626459143,0.1509727626459144,1.177431906614786,0.07179440270782685,0.027430320436157014,Neutral
0,2021-01-12,308,141,208,1171,59.57723214285714,14.918785173160177,0.4577922077922078,0.6753246753246753,3.801948051948052,0.19343257189239332,0.04843761419857199,Neutral
0,2021-01-13,243,174,284,1349,63.15371843434342,23.72230023448774,0.7160493827160493,1.168724279835391,5.551440329218107,0.2598918454088207,0.09762263470982607,Neutral
0,2021-01-14,192,168,1851,2676,49.29874037999041,20.10966754599567,0.875,9.640625,13.9375,0.2567642728124499,0.10473785180206079,Neutral
0,2021-01-15,210,131,162,931,58.41393217893218,26.434295409451657,0.6238095238095238,0.7714285714285715,4.433333333333334,0.27816158180443895,0.12587759718786506,Neutral
0,2021-01-16,196,85,181,949,72.49373737373739,26.461677489177493,0.4336734693877551,0.923469387755102,4.841836734693878,0.3698660070088642,0.1350085586182525,Positive
0,2021-01-17,203,54,263,836,62.3030321067821,29.913985840548342,0.2660098522167488,1.2955665024630543,4.1182266009852215,0.3069114882107493,0.14735953616033665,Positive
0,2021-01-18,195,83,161,840,65.06036685536682,33.924953102453095,0.4256410256410256,0.8256410256410256,4.3076923076923075,0.3336429069505992,0.17397411847411848,Positive
0,2021-01-19,218,59,122,772,75.90851280663782,30.837143308080805,0.2706422018348624,0.5596330275229358,3.541284403669725,0.34820418718641194,0.14145478581688445,Positive
0,2021-01-20,181,61,118,703,64.83094516594515,31.1969237012987,0.3370165745856354,0.6519337016574586,3.883977900552486,0.35818201749140977,0.17235869448231328,Neutral
0,2021-01-21,187,77,86,607,56.28970779220774,20.067156385281386,0.4117647058823529,0.45989304812834225,3.2459893048128343,0.3010144801722342,0.10731099671273468,Neutral
0,2021-01-22,161,51,131,653,55.59392255892251,21.034658189033184,0.3167701863354037,0.8136645962732919,4.055900621118012,0.34530386682560593,0.13065005086356019,Neutral
0,2021-01-23,171,53,119,803,57.27235840548339,10.126654491341984,0.30994152046783624,0.695906432748538,4.695906432748538,0.33492607254668655,0.05922020170375433,Neutral
0,2021-01-24,174,71,104,753,57.84770562770563,18.741408730158724,0.40804597701149425,0.5977011494252874,4.327586206896552,0.33245807832014723,0.10770924557562489,Neutral
0,2021-01-25,183,60,147,867,56.01281232656232,20.80206439393939,0.32786885245901637,0.8032786885245902,4.737704918032787,0.30608094167520394,0.11367248302699122,Neutral
0,2021-01-26,185,61,159,825,56.44379329004328,21.149483225108224,0.32972972972972975,0.8594594594594595,4.45945945945946,0.3051015853515853,0.11432153094653096,Neutral
0,2021-01-27,201,53,91,524,66.09092712842713,25.155595689033177,0.263681592039801,0.4527363184079602,2.6069651741293534,0.3288105827284932,0.1251522173583741,Neutral
0,2021-01-28,338,163,356,2116,97.11397637085146,29.03275771103896,0.4822485207100592,1.0532544378698225,6.260355029585799,0.2873194567184952,0.08589573287289634,Neutral
0,2021-01-29,235,133,199,882,66.39895382395378,22.63930375180375,0.5659574468085107,0.8468085106382979,3.753191489361702,0.28254873967639926,0.09633746277363299,Neutral
0,2021-01-30,215,45,154,721,58.85373232323231,18.583463744588737,0.20930232558139536,0.7162790697674418,3.353488372093023,0.27373828987549914,0.08643471509111043,Neutral
0,2021-01-31,203,111,102,896,64.91423160173156,23.171834415584417,0.5467980295566502,0.5024630541871922,4.413793103448276,0.319774539910008,0.11414696756445523,Neutral
0,2021-02-01,196,111,172,1040,56.58397435897433,16.364294733044733,0.5663265306122449,0.8775510204081632,5.3061224489795915,0.288693746729461,0.0834912996583915,Neutral
0,2021-02-02,193,57,73,556,53.59048412698411,13.580615259740261,0.29533678756476683,0.37823834196891193,2.8808290155440415,0.27767090221235297,0.07036588217482001,Neutral
