,date,num_tweets,replies_sum,retweets_sum,likes_sum,subjectivity_sum,polarity_sum,replies_avg,retweets_avg,likes_avg,subjectivity_avg,polarity_avg,tone_most_common
0,2021-01-01,132,93,143,887,48.005848765432084,14.159353354978347,0.7045454545454546,1.0833333333333333,6.71969696969697,0.36368067246539465,0.10726782844680571,Positive
0,2021-01-02,164,148,175,1230,55.80046356421358,20.758640873015867,0.9024390243902439,1.0670731707317074,7.5,0.34024672905008274,0.1265770784939992,Positive
0,2021-01-03,305,259,296,2173,114.66697282347283,29.99056387160293,0.8491803278688524,0.9704918032786886,7.1245901639344265,0.37595728794581257,0.0983297176118129,Positive
0,2021-01-04,255,268,276,1815,101.4185021830021,46.952093870250124,1.0509803921568628,1.0823529411764705,7.117647058823529,0.3977196164039301,0.18412585831470638,Positive
0,2021-01-05,245,210,245,1655,83.45626581289078,23.53293091630592,0.8571428571428571,1.0,6.755102040816326,0.34063781964445233,0.09605277925022822,Positive
0,2021-01-06,473,474,550,2911,155.89727050264568,62.861491928210704,1.0021141649048626,1.1627906976744187,6.1543340380549685,0.3295925380605613,0.13289956010192533,Positive
0,2021-01-07,295,261,686,1678,101.47569324194326,28.885956740019257,0.8847457627118644,2.3254237288135595,5.688135593220339,0.3439854008201466,0.09791849742379403,Positive
0,2021-01-08,274,198,237,1494,100.410888047138,32.356979271885535,0.7226277372262774,0.864963503649635,5.452554744525547,0.36646309506254765,0.11809116522585957,Positive
0,2021-01-09,480,351,389,2521,150.59793831168827,48.625653559403624,0.73125,0.8104166666666667,5.252083333333333,0.3137457048160173,0.10130344491542408,Positive
0,2021-01-10,601,654,740,4210,208.3550144901395,66.14637003968252,1.0881863560732112,1.2312811980033278,7.004991680532446,0.3466805565559725,0.1100605158730159,Positive
0,2021-01-11,304,158,214,1049,108.16228835978835,38.27126443001446,0.5197368421052632,0.7039473684210527,3.450657894736842,0.35579700118351437,0.12589231720399485,Positive
